topic,weibo_content,weibo_id
金融无关,#我和军队的不解之缘#【老人高铁站突发脑溢血 5名兵哥哥出手相救后默默离开】7月31日，邯郸高铁站，一名老人突发脑溢血，五名当地部队要归队的兵哥哥发现，立即上前救助。贴心的兵哥哥还不不停地用纸巾替她擦拭嘴角呕吐物。老人被送医后，五名兵哥哥悄悄离开。@看看新闻Knews,4268518814142960
金融无关,【多地推进积分入户 哪里是落户界的“一股清流”？】北京、南京、广州、深圳等城市都有积分落户的政策，不同城市对于落户的条件设置也有较大差异，北京的政策或更多面向“高端人才”，而深圳将纯学历型人才的落户门槛放宽至大专及以上。各地在设置不同的积分入户条件时，背后是自身的人口形势。,4268518167413710
市场行为-基金,证券时报记者获悉，私募基金失联事件发生后，已有多家银行暂缓了契约型私募股权基金的托管。“被连累了！我们有几只私募基金正在走备案流程，协会要求托管行针对基金出具意见函，让其履行穿透监管的责任。但银行却表示为难，现在我们想要备案只能更换托管行，可很多银行一听要出具意见函，都宁愿不做。”,4268517631077040
市场行为-股票,外媒有啥消息吗？你们盯着点消息，我来看盘面。,4268516268255020
市场行为-股票,【上半年股权融资缩水 定增融资规模下降最多】今年上半年，IPO、定增、新三板股权融资都出现不同程度缩水。其中，定增融资规模下降最多。上半年，177家A股企业完成定增，募资3936.88亿元，完成募资企业数量和规模同比分别下滑31.66%、42.74%。上半年在监管加强，减持受限，审批从严的大背景影响下，定增融资持续低迷。,4268516087655910
市场行为-股票,开盘一小时点评：在贸易战重燃战火，国内投资者信心崩溃下，大盘早盘低开低走，再破2800点寻底。盘面无一板块上涨，各路资金包括顶级游资都在割肉杀跌，9成个股下跌，走势很严峻。前期受益财政宽松的路桥类，国企类低价股开始反手做空，人气进一步低迷！没啥说的，这样的行情，只能观望，莫伸手，伸手必捉。,4268514854896370
微观经济-企业与房地产,【最强烈信号发出！9天8次重磅调控，四大一线城市参战，房价还敢涨？】为了摁住房价上涨的冲动，中央、各部门、各地可谓煞费苦心。从上到下，短短9天，8次重磅提及房地产调控，史无前例。上海证券报微信公众号(ID：shzqbwx)，未经授权，不得 载，否则追究法律责任！,4268513294152080
金融无关,你觉得自己多少岁？主观年龄与健康可能存在重要关联,4268513025966860
金融无关,这是个悲伤的故事：我们做了800个小程序，无一引爆,4268512874970950
金融无关,【冰可乐掉地上捡起后爆炸[吃惊]实验：冰箱里冰冻可乐真的不可行】7月29日晚，小袁从冰箱里拿出一瓶可乐，不小心将可乐掉在地上。在他捡起来打开瓶盖的瞬间，可乐突然爆炸，将他左手虎口处炸开约7cm的口子。[话筒]不当操作会让可乐变得危险！不信看实验↓↓↓@BTV新闻,4268512430155160
市场行为-股票,【16家券商推送8月份金股134只 6家同时“押宝”三一重工】其中，三一重工继今年1月份以后再度被6家券商同时推荐，中航沈飞、中国平安、分众传媒均被4家券商同时推荐。短期来看，受到大盘的影响，券商推荐的8月份金股收益仍有待进一步观察，投资者还需审时度势。同时，券商对8月份A股市场的行情走势格外关注，多家券商一致认为行情大概率将在震荡中反弹。,4268512308032900
金融无关,"詹姆斯终于给出拒绝火箭的最终原因,但这番话却疯狂打脸杜兰特!",4268511574556130
金融无关,【手机号码为何难注销？】日前，经济日报记者欲将自己名下的一个中国移动159开头的手机号码注销，没想到遭遇“循环操作”的问题，陷入了窘境。中国移动“身份证信息登记”并非“实名认证”，在停机状态下不能直接注销号码。具体怎么回事？戳文↓了解~,4268511083298620
微观经济-企业与房地产,发布了头条文章：《房地产调控升级，为何受伤的还是房地产股？》,4268509888658490
市场行为-股票,半小时，50点又没了！,4268509158549460
微观经济-企业与房地产,发表了博文《房地产调控升级，为何受伤的还是房地产股？》房地产调控升级，为何受伤的还是房地产股？国内房地产市场，捆绑着众多利益，但同时也是多方罕见利益趋同的重要投资渠道。这些年来，只见房价不断创新高，却,4268508550560160
银行保险业-债券,【7月份11只可 债遭弃购 民生证券包销4只压力大】据《证券日报》记者统计，除了还没公布发行结果的凯发 债和凯中 债外，7月份还有11只可 债开展申购。值得注意的是，这11只可 债均出现投资者中签后弃购现象，余额包销成为主承销商的标配动作，民生证券等8家券商合计包销金额约为15.78亿元。,4268508537773320
金融无关,【正在直播：“国际军事比赛—2018”各国工兵之精彩表现】正在新疆库尔勒举行的“国际军事比赛—2018”2日进行“安全路线”工兵单项赛。各国参赛队员将在雷场探扫、桥梁架设和道路抢修及清障等多个项目上展开比拼，一起来看⬇⬇.,4268507132741330
市场监管,【重拳出击：30家券商年内吃下42张罚单 近三成涉及代客理财】据《证券日报》记者统计，今年以来，证监会及其派出机构共针对30家券商及其营业部累计发布了42张罚单。这42张罚单中，采取出具警示函措施的罚单共计21张，采取责令改正措施的罚单有15张，此外还有4张责令增加内部合规检查次数措施罚单，1张暂停开展代销金融产品业务罚单，1张罚款、没收违法所得罚单。,4268504511025560
金融无关,【白发老人凌晨赶往看升旗仪式：鬓微霜，又何妨！ 】8月1日，凌晨3点，在长安地下通道，一位白发苍苍的老人在家人的搀扶下，赶往天安门广场看八一升旗仪式。虽白发苍苍，背脊微弯，但步履坚定，毫不迟疑。鬓微霜，又何妨！为老人点赞！我爱你，我的祖国！,4268503621710670
金融无关,【影帝特朗普系列】7月31日，特朗普在一场集会上提到，有人说他没个总统样，他反驳说表现得像个总统老容易了，然后，贡献了又一个演技的高光时刻[允悲][允悲],4268503608916770
市场监管,#上证快讯#【市场监管总局加大打击制售假冒伪劣商品违法行为力度】据市场监管总局网站2日消息，市场监管总局办公厅发布加大打击制售假冒伪劣商品违法行为力度的通知。详情请见：,4268503265398050
市场行为-股票,#上证快讯#【沪深两市双双低开 特斯拉概念表现活跃】A股三大股指周四全线低开。盘面上，28个申万一级行业仅食品饮料微涨，电子、国防军工领跌。概念板块方面，特斯拉概念表现活跃，人脑工程、免疫治疗涨幅居前。,4268502804080970
市场行为-期货衍生品,【开盘：两市小幅低开沪指跌0.33% 农业服务板块领涨】今日两市延续昨日低迷走势，小幅低开，截止今天开盘，沪指报2815.34点，跌0.33%，深成指报8971.71点，跌0.37%，创指报1538.28点，跌0.23%。,4268502250891870
市场行为-股票,刚开盘，就闪崩了好多......,4268502149390340
市场行为-股票,【开盘：两市小幅低开沪指跌0.33% 农业服务板块领涨】截至今天开盘，沪指报2815.34点，跌0.33%，深成指报8971.71点，跌0.37%，创指报1538.28点，跌0.23%。从盘面上看，农业服务、石油矿业开采、特色小镇居板块涨幅榜前列，天津自贸区、共享单车、知识产权保护居板块跌幅榜前列。,4268501797687980
宏观经济-财政与货币政策,【今日热点新闻一览↓↓】1、央行：下半年实施稳健货币政策，把好货币供给总闸门；2、财政部：推进国有资本投资运营公司改革试点；3、海关总署：海关进出口货物整合申报正式实施，让企业真正实现一次申报、一单通关；4、因前两轮大气污染治理强化督查发现问题较多，生态环境部对北京通州区、河北曲阳县、河北赵县、山西晋城城区、河南辉县市政府主要负责人进行约谈；5、生态环境部日前约谈北京通州、保定曲阳、石家庄赵县等地的主要负责同志，督促加大大气污染治理力度、压实工作责任；5、京津城际铁路于8月1日全部更换为“复兴号”中国标准动车组列车，8月8日起，列车将提速至时速350公里。,4268500770555160
市场行为-股票,ST长生开盘跌停，为连续第13个交易日跌停。,4268500476182300
市场行为-股票,低开9.19点，跌破所有均线支撑，再探2800点，2850点成为压力，多看少动，静等二次探底完成再说吧.,4268500342514930
市场行为-股票,【A股估值处于底部区域 大盘反弹行情将分五步走】业内人士普遍认为，中期市场仍处于磨底阶段。短期看，经过前几日的轮动反弹行情后，市场需要一个整理消化的过程。目前市场正处于调仓换股期间，板块轮动较快。预计随着8月份中报业绩的密集披露，市场新的热点或将重新呈现。,4268498471350000
宏观经济-外汇与外贸,财联社8月2日讯，人民币兑美元中间价报6.7942，上调351点，上一交易日中间价6.8293。,4268497787312320
市场行为-股票,#上证快讯#【苹果股价首次突破200美元 科技板块普遍反弹】得益于周二发布的财报向好，苹果股价周三首次突破200美元，股价创历史新高。截至收盘时，该公司股价报201.5美元，涨幅为5.89%。,4268496256437580
市场行为-股票,【机构看好国企改革主题 逾13亿元大单追捧32只潜力股】经过本周以来的大幅反弹后，国企改革概念股估值有所修复，但国企改革板块估值依旧处于低位，截至昨日，国企改革板块最新整体动态市盈率为27.47倍，板块内共有185只个股最新动态市盈率低于这一水平。其中，有31只个股最新动态市盈率不足10倍，具有较高的安全边际和投资价值，值得关注。,4268495950107060
市场行为-股票,发表了博文《 载：【中信食品】贵州茅台2018中报点评：立足即期看未来，弱假设下的确定性》【中信食品】贵州茅台2018中报点评：立足即期看未来，弱假设下的确定性中信食品饮料团队：戴佳娴方振印高远奚逸嘉,4268494692006620
市场行为-股票,【8/2#上证盘前#·市场】1.7月份净流入近285亿元 揭秘北上资金A股布局；2.机构看好8月修复行情 关注周期板块；3.私募及外资逆势加仓大消费板块龙头股；4.“炒地图”行情升温 区域题材轮番上涨；5.个股估值调整差距大 基金定价分歧引发热议。,4268494545271510
宏观经济-财政与货币政策,【8/2#上证盘前#·宏观】1.下半年货币政策定调稳健 把好货币供给总闸门；2.美联储维持联邦基金利率不变 重申将继续渐进加息；3.中证协公布场外期权业务交易商及个股标的名单；4.财政部：构建国资投运主体 推动国资市场化运作；5.人民日报：资本市场稳健运行基础不断巩固。,4268494305956840
市场监管,#拼多多 侵权假冒缠身#【市场监管总局：“傍名牌”制售假冒伪劣商品列为重点打击目标】8月2日，市场监管总局网站发布通知称，加大打击制售假冒伪劣商品违法行为力度，实施全链条打击。将打击包括“傍名牌”在内的制售假冒伪劣商品、其他商标侵权、相关虚假宣传和违法广告等违法行为，列为重点打击目标。发现的涉嫌重大违法线索，要对生产、销售等相关环节进行全链条调查处理。,4268493459157070
市场行为-股票,【两融余额连续13天低于9000亿元 四大消费板块成融资客最爱】7月份以来截至昨日，共有124只标的股实现上涨，38只标的股期间累计涨幅超10%，新钢股份、特锐德、鲁抗医药、西藏天路、顺鑫农业、西部建设、仁和药业、汤臣倍健等个股期间累计涨幅均在20%以上。而仅从昨日市场表现来看，在沪深两市股指跌幅均接近2%的背景下，仍有33只标的股逆市上涨，申华控股、汤臣倍健等两只标的股均以涨停价报收，强势凸显，此外，瀚蓝环境、森马服饰、西部建设、西藏天路、上海机场、万华化学等个股昨日涨幅也均在2%以上。,4268493438158120
市场行为-股票,这两天一直在研究拼夕夕的模式，不得不说，这个80后黃老板的思维极其敏锐和眼光独到，抓住了消费降级的大趋势，以及消费购买力趋弱的机会，以及股市熊市带给亿万股民财富缩水后的无奈选择。很成功的将假冒伪劣地摊货光明正大的拼出去。谁说这个年代赚钱难？人家用3年时间就做到上市（刚好股市熊三年），市值超千亿人民币的程度。不服不行！股市走熊，利好拼夕夕！加油,4268493266926170
市场监管,【国家市场监管总局：加大打击制售假冒伪劣商品违法行为力度】财联社8月2日讯，市场监管总局发布通知，将打击包括“傍名牌”在内的制售假冒伪劣商品、其他商标侵权、相关虚假宣传和违法广告等违法行为，列为重点打击目标；督促网络交易平台经营者履行法定义务，切实维护商标权利人和消费者的合法权益，积极配合市场监管部门开展相关专项治理。对于不履行法定义务的网络交易平台，依法从严查处。,4268492733199160
宏观经济-宏观经济其它,#宏观经济#过去四十年，中国广义货币供应量M2年均增速15%，1998-2017年M2增长了16倍，从各类资产价格表现看，绝大部分的工业品、大宗商品、债券、银行理财等收益率都大幅跑输，只有少数的一二线地价房价、医疗教育等服务类产品、股票市场上的核心资产等收益率跑赢这台印钞机。,4268491450298370
市场行为-股票,【三大数据解密外资新动向 QFII二季度首批重仓股曝光】随着上市公司陆续披露上半年度业绩报告，QFII的二季度持仓出现了新动向。《证券日报》市场研究中心根据同花顺数据统计发现，目前，有8家上市公司前十大流通股股东中出现QFII的身影，其中，有2只个股为QFII本期新进品种，4只个股获得QFII本期增持。,4268490670134140
金融无关,【云南雷击事件：7名儿童捡菌子遭雷击，致4死3伤】8月1日下午，云南丘北县天星乡扭倮村民委小坡村小组发生一起雷击事件，造成4名儿童死亡，3名儿童受伤。据悉，8月1日下午7名儿童到扭倮养殖场后山上捡菌子，雷电暴雨来临时，7名儿童一起到树下避雨遭到雷击。（云南网）,4268488363444280
微观经济-互联网金融,#p2p网贷接连爆雷#【网贷“独角兽”草根投资现兑付危机：平台累计成交840亿，逾期项目展期3个月】当记者赶到草根投资的办公地点时，现场投资人告诉记者，7月31日，很多投资人的产品就已经到期了，但资金却并没有到账。并且当天白天，草根投资的员工都是正常上班，但到了晚上却突然集体离职了，昨日，草根投资的办公场所也没有看到他们的员工。很多投资人都是在草根投资的办公地点焦急地等待，不少投资者甚至是从7月31日晚上一直待在这里，一夜蹲守。,4268488341974790
微观经济-企业与房地产,【7月深圳卖出新房3400余套 创12个月新高】财联社8月2日讯，深圳市规土委统计数据显示，7月份深圳新盘供应加速，全市一手住宅网签量达3461套，为12个月以来最高水平，环比增加27.9%，同比增加71.1%，总成交面积约34.22万平方米。二手住宅市场方面，7月全市共备案6991套，环比增加14.4%，同比增加20.3%；总成交面积约为56.33万平方米。（深圳商报）,4268487427898080
金融无关,【海南岛发现新的睑虎属物种】近日，海南林业工作者在海南岛发现了一个睑虎属新种——周氏睑虎。关于这一成果的论文已在国际动物分类学期刊《ZOOTAXA》上正式发表。一起来看⬇,4268487339560420
金融无关,【一分钟，军人能做些什么？】一分钟，三军仪仗队护卫国旗前进116步；歼20战斗机战斗巡航52公里；新型主战坦克在山地行军600米；空降兵下降388米挺进地震灾区…国泰民安，源于中国军人每一分钟的负重前行。致敬最可爱的人；前进，中国人民解放军！,4268485883810270
金融无关,【教育部:确保中小学教师工资不低于公务员】#中小学教师工资不低于公务员#日前，教育部发布《关于做好庆祝2018年教师节有关工作的通知》，要求各地各校不折不扣落实好国家关于教师地位待遇的各项惠师举措，落实公办中小学教师作为国家公职人员特殊的法律地位，健全中小学教师工资长效联动机制，优化经费投入结构，确保中小学教师平均工资收入水平不低于或高于当地公务员平均工资收入水平。（人民日报）,4268484282004320
微观经济-企业与房地产,【遏制房价抬头 楼市长效机制“已在路上”】华创证券宏观经济研究主管张瑜对《证券日报》记者表示，首先，本次会议明确了房地产调控不会走回头路；其次，从以往的“遏制房价过快上涨”到此次“坚定遏制房价上涨”，可以看出监管层对于楼市调控的表态更为坚决。总的来看，此次会议传递出的信号，是对于预判“松房子托经济”之声的一种坚定回应，预计有效的房地产长效机制将更快落地。,4268483372423230
市场行为-股票,【莫愁春已过 反弹会有时】自7月初触及两年半新低以来，沪综指企稳回升之路略显蹒跚。在7月月K线底部收出阳线十字星释放反 信号的同时，本周指数频繁宽幅波动，“说好的反弹”前景似有重新暗淡之嫌。分析人士认为，外部扰动犹存，但利多因素近期加速集聚，市场反弹根基逐渐夯实。展望8月，以消费、医药为代表的“守正主线”，和以军工、软件、电子为代表的“出奇主线”有望成为行情演绎的两大重要方向。,4268482223233880
金融无关,【热热热~最新“火炉榜”来了！重庆又排第一…来说说你们那儿热成啥样了？[来]】日前，大城市“火炉榜”出炉，省会级以上的大城市中，今年的高温日数量排名前十的城市依次有重庆、西安、杭州、南昌、武汉、郑州、长沙、天津、合肥和济南。排名居首的重庆，今年的累计高温日数已达到31天！央视段子手@朱广权 都在节目中调侃了：如果给你点儿阳光你就出汗，那这个天气出门，你就能够泛滥；上面是笼屉，下面是火炭，不用锅盖，你就是烧麦；不用发面，你就是蛋黄派……这份避暑攻略收好了！（图片来源：中国气象科普网 ）,4268481928785420
银行保险业-银行保险,【上半年人身险公司近半亏损 三家偿付能力“亮红灯”】梳理发现，在已公布二季度偿付能力报告的60家人身险公司中，经营情况可谓是冰火两重天，有接近半数中小人身险公司净利润处于亏损的局面。而从偿付能力来看，中法人寿、新光海航人寿、吉祥人寿二季度的偿付能力“亮红灯”。另有多家险企触及监管红线，部分人身险公司短期甚至中期仍然存在流动性压力。,4268481790637140
市场行为-股票,【钢铁股短线迎调整 多因素仍支撑中期行情】昨日钢铁板块跌幅较大，板块内可交易个股中逾九成下跌，其中，三钢闽光、西宁特钢、柳钢股份等跌幅超6%，上涨个股中新日恒力、红宇新材、贵绳股份等涨幅不足1%。对此，分析指出，未来几个月钢铁行业供需格局仍会继续向好，短期扰动不改中期逻辑。而近期板块上涨只是体现一部分中报和近期的钢价上涨的预期，并没有出现透支的情况。,4268481266062200
市场行为-股票,【建筑板块冲高回落 关注“短板”领域】昨日，建筑板块冲高回落，截至收盘，wind建筑指数下跌1.32%，当日wind建筑指数涨幅一度达到2.05%，板块内山东路桥、北新路桥涨停，一度涨停的成都路桥收盘上涨4.71%。分析人士表示，下半年基建进度尤其是西部地区的民生项目建设会进一步加快，基建对房地产下行的对冲和托底作用会更加明显，“补短板”正式来临，可以关注基建领域短板与新动能短板两个维度。,4268481052808350
市场行为-基金,【天弘基金：中小创或值得长线布局】天弘基金高级宏观研究员李云洁认为，近期召开的高层会议对资本市场最大的利好是强调了改革开放，对国际社会释放出积极信号。诸多信息显示，中国将进一步释放坚定支持贸易自由化、主动向世界开放市场的决心，将缓解6月以来因外部冲击而引发的市场担忧，有助于金融市场情绪改善。同时，大盘仍处在超跌反弹的磨底阶段，中小创或可长线布局。,4268480876700570
市场行为-股票,【权重低迷大盘回调 餐饮旅游逆市飘红】1日午后，受权重股低迷走势的影响，沪深两市逐步震荡走低。其中，上证综指盘中再度失守5日均线，下方20日均线与30日均线粘合支撑力度较强；深证成指跌近2%；创业板指重回1550点下方。盘面上，板块及个股走势明显分化，存量资金博弈腾挪间局部热点轮动加快，交易难度有所加大。,4268480699923870
市场行为-股票,【汤臣倍健拟不超过6.9亿澳元收购LSG100%股权】汤臣倍健（300146）8月1日晚间公告，拟由持股 53.33%的子公司广州汤臣佰盛有限公司通过境外平台公司以现金对价向Irene Messer、Alan Messer 及 Craig Silbery购买Life-Space Group Pty Ltd 100%股权。,4268480536584060
市场行为-股票,早间看盘：8月2日，晴天，闷热。与夏季伏天的高温闷热形成鲜明对比的是凉凉的股市！8月开门黑，黑的让人无语，黑的让人愤怒，黑的让国人脸色无光，黑的叫股民绝望！在国内政策面大幅回暖，刚刚部署完下半年经济工作重点，提出6个稳后， 天股市就来个样，在权重股，地产，钢铁、保险、军工航天等等打压下，在贸易战升级和美国商务部又对中资企业制裁传闻下，昨天大盘受阻10周均线后，再度破位大跌50点，下探5周均线。周线看，大盘反弹继续受阻于周牛熊线的压制，反弹3周后，大盘将再次探底，寻求支撑，弱势难改。七上八下，乱七八糟的8月行情不容乐观。目前困扰股市的除了几大不利因素之外，就是丧失的信心，股民包括机构投资者对利好无视和麻木，稍有利空，盘面就大跌的恶循环中。没法子，这届股民从2015年夏天后，就没过几天好日子，煎熬的股市还在继续，要么适应，要么远离。热点，几乎无热点板块可言，别费劲了，喝茶看戏最舒服。静等大盘调整，啥时候大盘站上10周均线或周牛熊线再说吧。以上观点，个人日志，仅供交流，据此操作，后果自负！,4268479458947700
市场行为-股票,【中国铝业百亿级债 股将收官：或成央企去杠杆样本】操作分两步走：第一步先“将子公司债务 成股权”；第二步“上市公司发行股份购买资产”。待方案实施后，投资机构通过定增成为上市公司股东后，可以按照上市公司相关锁定期规定，在锁定期满后逐步实现市场化退出。,4268478993375020
宏观经济-财政与货币政策,【央行：把好货币供给总闸门 保持流动性合理充裕】当前国内外经济金融形势错综复杂，做好2018年下半年工作任务艰巨繁重。人民银行系统要深入推进供给侧结构性改革，实施稳健的货币政策，提高政策的前瞻性、灵活性、有效性，把握好力度和节奏，加强政策协调，更加注重引导预期，促进经济金融稳定运行。,4268478339147530
金融无关,【[话筒]技能贴：一图教你自制一寸两寸照片！填表办证有用！】入职之初，通常需大量填表办证，自然会用到很多照片。照片不够怎么办？戳图↓教你自制电子版一寸、两寸照片。有用！ 起！,4268478339146500
金融无关,#今日头版#安徽安庆实施林长制 绿水青山成幸福靠山；中央军委印发《军队实施党内监督的规定》《军队实行党的问责工作规定》；打造“通江达海”新增长极；正确引导经济社会发展预期。详见@中国经济网 ：,4268478338613030
市场行为-股票,【中证盘前播报】盘中破发！拼多多股价大跌；茅台上半年净利增四成；汇洁股份董事长被证监会立案调查；美联储按兵不动；苹果迈向万亿市值,4268477748037110
市场监管,【人民日报头版评论：A股市场风险总体可控，长期发展前景值得期待】8月2日，人民日报头版刊文称，今年以来，受多重因素叠加影响，A股震荡调整。据介绍，证监会高度重视股票质押强制平仓风险防范工作，密切监测市场运行动态，加强了风险摸排和压力测试，制定了一系列应对预案。目前，上市公司股票质押平仓风险总体可控。,4268476081663910
微观经济-企业与房地产,【苹果二季度净利大增32%：iPhone仍为主力军，生态闭环领先国产手机】即使在出货量上国产品牌正在超越苹果，但意义不大，苹果依然独占了行业近九成的利润。,4268475415496460
市场行为-股票,【人民日报头版评论：A股市场风险总体可控 长期发展前景值得期待】财联社8月2日讯，人民日报头版刊文称，今年以来，受多重因素叠加影响，A股震荡调整。据介绍，证监会高度重视股票质押强制平仓风险防范工作，密切监测市场运行动态，加强了风险摸排和压力测试，制定了一系列应对预案。目前，上市公司股票质押平仓风险总体可控。从市盈率看，当前A股市场已处于较低水平。今年以来，A股多家上市公司披露大股东增持、股份回购公告。上市公司及其大股东回购或增持公司股份，通常表明其对公司经营和发展的坚定信心。同时，今年以来海外机构资金对A股市场也呈现持续流入状态。,4268471821438580
金融无关,当你决定出发，最难的就已经过去。早安~,4268470789378950
金融无关,【马季：我这辈子和相声分不开】①他师从侯宝林，从艺50载，收徒近20人，包括姜昆、冯巩、笑林等；②1983年任第一届春晚总策划，并把相声搬上晚会舞台；③代表作品有《宇宙牌香烟》《五官争功》《打电话》…④2006年获中国曲艺牡丹奖终身成就奖。1934年的今天，相声大师马季出生。你听过他的相声吗？,4268468486273250
宏观经济-财政与货币政策,【稳字当先 宏观政策思路微调】7月31日的政治局会议传达出很多信息。会议首先对宏观经济形势做出新的判断——当前经济运行稳中有变，面临一些新问题新挑战，外部环境发生明显变化。在此基础上，会议对下半年工作做出部署，提出六项要求。从中可以看出政策思路的细微调整。,4268468272379920
市场行为-股票,【特斯拉第二财季调整后EPS亏损3.06美元】财联社8月2日讯，特斯拉第二财季调整后EPS亏损3.06美元，分析师预期亏损2.90美元。第二财季营收40.0亿美元，分析师预期39.7亿美元，2017年同期27.9亿美元。仍然预计将在第三季度和第四季度实现GAAP获利。二季度末现金和现金等价物为22亿美元，预计第三季度和第四季度将增加。,4268467575940030
金融无关,看不到希望呢？[疑问],4268466174759180
银行保险业-银行保险,【央行连续9日暂停公开市场操作 8月份流动性大概率保持偏松态势】8月份第一个交易日，央行发布公告称，目前银行体系流动性总量处于较高水平，可吸收央行逆回购到期等因素的影响，8月1日不开展公开市场操作。这是央行连续第九日暂停公开市场操作，同时昨日有200亿元逆回购到期，实现净回笼资金200亿元，为连续第六日净回笼。,4268464309053880
市场监管,#重要公告集锦#【8月2日】汇洁股份（002763）公告：中国证监会于2018年8月1日向公司董事长吕兴平下达了《调查通知书》，吕兴平因涉嫌证券市场内幕交易（泄露内幕信息），被中国证监会立案调查。本次调查对象为吕兴平个人，目前未影响吕兴平正常履职，公司经营情况正常。,4268463646015850
金融无关,有了点子马上尝试，有了想法立刻去做，做行动派，莫等待。新的一天，认真加油！早安[心]~,4268463239370070
市场行为-股票,发表了博文《防不胜防的黑天鹅事件，投资者该怎么办？》防不胜防的黑天鹅事件，投资者该怎么办？先有股票市场轰轰烈烈去杠杆风波的影响，后有大举推进的强制退市举措，这系列举动的背后，实际上还是为了未来国内股票,4268459971966400
金融无关,命好还需自己摆运。早安！,4268455387252260
市场行为-基金,【美联储维持联邦基金利率不变】财联社8月2日讯，美联储宣布维持联邦基金利率目标区间1.75%至2%的水平不变，符合市场普遍预期。美联储决议声明称，最近数月以来，美国经济活动一直强劲增长，就业增速强劲，失业率保持在低位。通胀仍然接近2%，更长期性通胀预期几无变动。货币政策的立场仍保持宽松。美联储重申进一步加息的预期将与经济持续扩张、就业市场强劲和通胀目标强劲保持一致。,4268388094210550
市场行为-股票,【被移送公安机关还不够！A股最穷上市公司收到深交所关注函，要求说明13大问题，一独立董事刚刚辞职！】被坊间称为A股最穷上市公司的*ST华泽（000693.SZ），近日的麻烦更进一步。*ST华泽退市风险几何？,4268357689315950
金融无关,#魅力中国城#【今天，建军91年， 发向他们致敬！】有这样一群人，离我们很远，他们在雪域边关，大漠高原；有这样一群人，离我们很近，他们守护万家灯火，力保他人平安；有这样一群人，总跟我们相反，面对危难险阻，义无反顾英勇逆行。他们是国家的壁垒，是民族的骄傲，是人民的“守护神”。今天，八一建军节，谢谢他们的守护！一起 ，向中国军人致敬！,4268348755878680
金融无关,【雷军最不待见，刘强东深恶痛绝！宁愿解散团队，这7类人也绝不能留】在马云、马化腾、刘强东、雷军、周鸿祎、董明珠等企业家们眼中，这7类人是他们的容忍底线，一经发现，定要第一时间开掉。详情：,4268348017594360
市场行为-股票,【苹果三季度财报数据靓丽股价创新高，市值逼近超万亿美元】美股财报季再掀高潮，苹果公司在北京时间8月1日凌晨公布2018财年第三季度财报。营收超预期，其股价在美东时间1日美股开盘后最高涨至200.92美元，创公司历史新高，有望成为全球首家市值超万亿美元的科技公司。,4268346524716120
市场行为-股票,【苹果股价突破200美元大关 距万亿市值仅一步之遥】苹果公司距离万亿市值大关只有一步之遥了。受强劲财报刺激，苹果股价突破200美元，创历史新高，涨幅超5%，总市值达9828亿美元，距离突破一万亿美元仅差不到200亿美元，公司万亿市值触手可及。,4268342695281270
金融无关,人生是一场修行，我们所受的每一次苦，都会作为一种激励，指明我们前行的路。晚安~,4268342443623350
金融无关,【快到手里来！越南佛手桥成新晋网红打卡地[憧憬]】近日，越南岘港海拔1400米以上的巴拿山上建起了一座“金色大桥”，这座桥被两只巨大的“佛手”托起，十分壮观。虽然长度只有150米，但项目总造价却达到了20亿美元。游客走在桥上就仿佛走在手掌中，还能欣赏美丽山景。网友：如来神掌从天而降。[doge]想去感受一下“巨人”的托举吗？@中国新闻网,4268339922169660
市场行为-股票,发表了博文《 载：茅台酒收藏投资收益的大数据分析，平均年化收益率高达30%》茅台酒收藏投资收益的大数据分析，平均年化收益率高达30%超级酒号2018-07-3115:48:29近10年来兴起的白酒投资,4268339402550400
金融无关,2分钟，教你几招，拍出高大上的照片，效果比滤镜还棒！简单易上手， 走学习吧~@人人视频,4268337619909600
市场行为-股票,苹果涨至200美元/股，涨幅超5%，再创历史新高。,4268337276493610
金融无关,【图解丨一年5亿人次，健康体检是怎样一门生意？美年健康有多赚钱？】近日民营体检“一哥”美年健康深陷假医门事件，引起市场以及大众热议关注。美年健康是如何一步步成为民营体检“一哥”？毛利率到底有多少？对比同行如何？一单能赚多少钱？透视健康体检行业，一图看懂：,4268335301036330
金融无关,【防空导弹兵哥哥们的大比武，了解一下？】7月31日，“国际军事比赛—2018”库尔勒赛区举行“晴空”防空导弹兵技能赛，来自中国、白俄罗斯、埃及、巴基斯坦、俄罗斯、乌兹别克斯坦、委内瑞拉７国的防空导弹兵在赛场上展开大比拼。戳视频⬇⬇,4268334030088790
金融无关,【“三无”保健品变身“网红”、身价暴涨的秘密，都在这里了】所谓的“网红保健品”到底货从何来？三无保健品为何能摇身一变成为“网红爆款”，而且销售得异常火热呢？有四大法宝：,4268333937859570
市场行为-股票,"受到口诛笔伐的拼多多，股价连续三天下跌，累计跌幅为15%，最新市值为250.25亿美元，3天市值蒸发超过55亿美元，折合人民币近400亿。黄峥身家缩水至117.13亿美元。很少有一家公司会像拼多多一样,在IPO后突然遭遇舆论几乎一边倒的质疑。上一家有此待遇的公司，是趣店。",4268333715588430
